"CountryCode","SeriesCode","Year","DESCRIPTION",
"JAM","SI.POV.NAHC","YR1990","Source: Jamaica Survey of Living Conditions; Moderate Poverty Line (individuals) (www.pioj.gov.jm). Poverty line is absolute. Government estimate.",
"JAM","SI.POV.NAHC","YR1991","Source: Jamaica Survey of Living Conditions; Moderate Poverty Line (individuals) (www.pioj.gov.jm). Poverty line is absolute. Government estimate.",
"JAM","SI.POV.NAHC","YR1992","Source: Jamaica Survey of Living Conditions; Moderate Poverty Line (individuals) (www.pioj.gov.jm). Poverty line is absolute. Government estimate.",
"JAM","SI.POV.NAHC","YR1993","Source: Jamaica Survey of Living Conditions; Moderate Poverty Line (individuals) (www.pioj.gov.jm). Poverty line is absolute. Government estimate.",
"JAM","SI.POV.NAHC","YR1994","Source: Jamaica Survey of Living Conditions; Moderate Poverty Line (individuals) (www.pioj.gov.jm). Poverty line is absolute. Government estimate.",
"JAM","SI.POV.NAHC","YR1995","Source: Jamaica Survey of Living Conditions; Moderate Poverty Line (individuals) (www.pioj.gov.jm). Poverty line is absolute. Government estimate.",
"JAM","SI.POV.NAHC","YR1996","Source: Jamaica Survey of Living Conditions; Moderate Poverty Line (individuals) (www.pioj.gov.jm). Poverty line is absolute. Government estimate.",
"JAM","SI.POV.NAHC","YR1997","Source: Jamaica Survey of Living Conditions; Moderate Poverty Line (individuals) (www.pioj.gov.jm). Poverty line is absolute. Government estimate.",
"JAM","SI.POV.NAHC","YR1998","Source: Jamaica Survey of Living Conditions; Moderate Poverty Line (individuals) (www.pioj.gov.jm). Poverty line is absolute. Government estimate.",
"JAM","SI.POV.NAHC","YR1999","Source: Jamaica Survey of Living Conditions; Moderate Poverty Line (individuals) (www.pioj.gov.jm). Poverty line is absolute. Government estimate.",
"JAM","SI.POV.NAHC","YR2000","Source: Jamaica Survey of Living Conditions; Moderate Poverty Line (individuals) (www.pioj.gov.jm). Poverty line is absolute. Government estimate.",
"JAM","SI.POV.NAHC","YR2001","Source: Jamaica Survey of Living Conditions; Moderate Poverty Line (individuals) (www.pioj.gov.jm). Poverty line is absolute. Government estimate.",
"JAM","SI.POV.NAHC","YR2002","Source: Jamaica Survey of Living Conditions; Moderate Poverty Line (individuals) (www.pioj.gov.jm). Poverty line is absolute. Government estimate.",
"JAM","SI.POV.NAHC","YR2003","Source: Jamaica Survey of Living Conditions; Moderate Poverty Line (individuals) (www.pioj.gov.jm). Poverty line is absolute. Government estimate.",
"JAM","SI.POV.NAHC","YR2004","Source: Jamaica Survey of Living Conditions; Moderate Poverty Line (individuals) (www.pioj.gov.jm). Poverty line is absolute. Government estimate.",
"JAM","SI.POV.NAHC","YR2005","Source: Jamaica Survey of Living Conditions; Moderate Poverty Line (individuals) (www.pioj.gov.jm). Poverty line is absolute. Government estimate.",
"JAM","SI.POV.NAHC","YR2006","Source: Jamaica Survey of Living Conditions; Moderate Poverty Line (individuals) (www.pioj.gov.jm). Poverty line is absolute. Government estimate.",
"JAM","SI.POV.NAHC","YR2007","Source: Jamaica Survey of Living Conditions; Moderate Poverty Line (individuals) (www.pioj.gov.jm). Poverty line is absolute. Government estimate.",
"JAM","SI.POV.NAHC","YR2008","Source: Jamaica Survey of Living Conditions; Moderate Poverty Line (individuals) (www.pioj.gov.jm). Poverty line is absolute. Government estimate.",
"JAM","SI.POV.NAHC","YR2009","Source: Jamaica Survey of Living Conditions; Moderate Poverty Line (individuals) (www.pioj.gov.jm). Poverty line is absolute. Government estimate.",
"JAM","SI.POV.NAHC","YR2010","Source: Jamaica Survey of Living Conditions; Moderate Poverty Line (individuals) (www.pioj.gov.jm). Poverty line is absolute. Government estimate.",
"JAM","SI.POV.NAHC","YR2012","Source: Jamaica Survey of Living Conditions; Moderate Poverty Line (individuals) (www.pioj.gov.jm). Poverty line is absolute. Government estimate.",
"JAM","SL.TLF.0714.ZS","YR2002","Jamaica Youth Activity Survey.",
"JAM","SL.TLF.0714.ZS","YR2005","Multiple Indicator Cluster Survey (MICS).",
"JAM","SL.TLF.0714.ZS","YR2011","Multiple Indicator Cluster Survey 4 (MICS 4)",
"JAM","SP.UWT.TFRT","YR1989","Source: Jamaica 1989 Contraceptive Prevalence Survey",
"JAM","SP.UWT.TFRT","YR1993","Including fecund married women, currently sexually active, currently exposed to the risk of pregnancy, not wanting to become pregnant, and not using a method of contraception other than folk methods, douches, breastfeeding or lactational amenorrhea (LAM).Source: Jamaica 1993 Contraceptive Prevalence Survey",
"JAM","SP.UWT.TFRT","YR1997","Including fecund married women, currently sexually active, currently exposed to the risk of pregnancy, not wanting to become pregnant, and not using a method of contraception other than folk methods, douches, breastfeeding or lactational amenorrhea (LAM).Figures for spacing and limiting do not add up to the total.Source: Jamaica 1997 Reproductive and Health Survey",
"JAM","SP.UWT.TFRT","YR2003","Including fecund married women, currently sexually active, currently exposed to the risk of pregnancy, not wanting to become pregnant, and not using a method of contraception other than folk methods, douches, breastfeeding or lactational amenorrhea (LAM).Source: Jamaica 2002-2003 Reproductive and Health Survey",
"JAM","SP.UWT.TFRT","YR2008","Includes currently married, in common law union and visting partner.Source: Jamaica 2008 Reproductive and Health Survey",
"JOR","IT.NET.USER.ZS","YR2007","Source: Telecommunications Regulatory Commission.",
"JOR","IT.NET.USER.ZS","YR2008","Source: ITU estimate.",
"JOR","IT.NET.USER.ZS","YR2009","Source: Department of Statistics.;Note: Population age 5+.",
"JOR","IT.NET.USER.ZS","YR2010","Source: Department of Statistics of Jordan;Note: Population age 5+.",
"JOR","IT.NET.USER.ZS","YR2011","Source: Department of Statistics of Jordan;Note: Population age 5+.",
"JOR","IT.NET.USER.ZS","YR2012","Source: Department of Statistics of Jordan;Note: Population age 5+.",
"JOR","IT.NET.USER.ZS","YR2013","Source: Department of Statistics of Jordan;Note: Population age 5+.",
"JOR","IT.NET.USER.ZS","YR2014","Source: Department of Statistics of Jordan;Note: Population age 5+.",
"JOR","IT.NET.USER.ZS","YR2015","Source: ITU estimate.",
"JOR","IT.NET.USER.ZS","YR2016","Source: ITU estimate.",
"JOR","IT.NET.USER.ZS","YR2017","Source: ITU estimate.",
"JOR","SE.ADT.LITR.ZS","YR2018","UIS estimate",
"JOR","SH.DYN.MORT","YR1960","Uncertainty bound is 143.9 - 168.3",
"JOR","SH.DYN.MORT","YR1961","Uncertainty bound is 135.8 - 158",
"JOR","SH.DYN.MORT","YR1962","Uncertainty bound is 128.2 - 148.7",
"JOR","SH.DYN.MORT","YR1963","Uncertainty bound is 121.3 - 139.9",
"JOR","SH.DYN.MORT","YR1964","Uncertainty bound is 114.8 - 131.9",
"JOR","SH.DYN.MORT","YR1965","Uncertainty bound is 108.7 - 124.6",
"JOR","SH.DYN.MORT","YR1966","Uncertainty bound is 102.9 - 117.9",
"JOR","SH.DYN.MORT","YR1967","Uncertainty bound is 97.6 - 111.7",
"JOR","SH.DYN.MORT","YR1968","Uncertainty bound is 92.7 - 105.9",
"JOR","SH.DYN.MORT","YR1969","Uncertainty bound is 88.2 - 100.6",
"JOR","SH.DYN.MORT","YR1970","Uncertainty bound is 83.9 - 95.6",
"JOR","SH.DYN.MORT","YR1971","Uncertainty bound is 79.8 - 90.8",
"JOR","SH.DYN.MORT","YR1972","Uncertainty bound is 76 - 86.5",
"JOR","SH.DYN.MORT","YR1973","Uncertainty bound is 72.4 - 82.3",
"JOR","SH.DYN.MORT","YR1974","Uncertainty bound is 68.9 - 78.4",
"JOR","SH.DYN.MORT","YR1975","Uncertainty bound is 65.7 - 74.7",
"JOR","SH.DYN.MORT","YR1976","Uncertainty bound is 62.5 - 71.2",
"JOR","SH.DYN.MORT","YR1977","Uncertainty bound is 59.6 - 67.9",
"JOR","SH.DYN.MORT","YR1978","Uncertainty bound is 56.9 - 64.8",
"JOR","SH.DYN.MORT","YR1979","Uncertainty bound is 54.3 - 61.8",
"JOR","SH.DYN.MORT","YR1980","Uncertainty bound is 51.8 - 59.1",
"JOR","SH.DYN.MORT","YR1981","Uncertainty bound is 49.5 - 56.4",
"JOR","SH.DYN.MORT","YR1982","Uncertainty bound is 47.3 - 53.8",
"JOR","SH.DYN.MORT","YR1983","Uncertainty bound is 45.1 - 51.4",
"JOR","SH.DYN.MORT","YR1984","Uncertainty bound is 43.2 - 49.1",
"JOR","SH.DYN.MORT","YR1985","Uncertainty bound is 41.3 - 47",
"JOR","SH.DYN.MORT","YR1986","Uncertainty bound is 39.5 - 45",
"JOR","SH.DYN.MORT","YR1987","Uncertainty bound is 37.9 - 43.1",
"JOR","SH.DYN.MORT","YR1988","Uncertainty bound is 36.4 - 41.5",
"JOR","SH.DYN.MORT","YR1989","Uncertainty bound is 35 - 40",
"JOR","SH.DYN.MORT","YR1990","Uncertainty bound is 33.8 - 38.6",
"JOR","SH.DYN.MORT","YR1991","Uncertainty bound is 32.7 - 37.3",
"JOR","SH.DYN.MORT","YR1992","Uncertainty bound is 31.7 - 36.1",
"JOR","SH.DYN.MORT","YR1993","Uncertainty bound is 30.7 - 35",
"JOR","SH.DYN.MORT","YR1994","Uncertainty bound is 29.9 - 34",
"JOR","SH.DYN.MORT","YR1995","Uncertainty bound is 29 - 33.1",
"JOR","SH.DYN.MORT","YR1996","Uncertainty bound is 28.2 - 32.3",
"JOR","SH.DYN.MORT","YR1997","Uncertainty bound is 27.4 - 31.5",
"JOR","SH.DYN.MORT","YR1998","Uncertainty bound is 26.6 - 30.7",
"JOR","SH.DYN.MORT","YR1999","Uncertainty bound is 25.8 - 30",
"JOR","SH.DYN.MORT","YR2000","Uncertainty bound is 25.1 - 29.2",
"JOR","SH.DYN.MORT","YR2001","Uncertainty bound is 24.3 - 28.5",
"JOR","SH.DYN.MORT","YR2002","Uncertainty bound is 23.6 - 27.8",
"JOR","SH.DYN.MORT","YR2003","Uncertainty bound is 22.9 - 27",
"JOR","SH.DYN.MORT","YR2004","Uncertainty bound is 22.1 - 26.3",
"JOR","SH.DYN.MORT","YR2005","Uncertainty bound is 21.4 - 25.7",
"JOR","SH.DYN.MORT","YR2006","Uncertainty bound is 20.7 - 25.1",
"JOR","SH.DYN.MORT","YR2007","Uncertainty bound is 20 - 24.5",
"JOR","SH.DYN.MORT","YR2008","Uncertainty bound is 19.3 - 24",
"JOR","SH.DYN.MORT","YR2009","Uncertainty bound is 18.6 - 23.5",
"JOR","SH.DYN.MORT","YR2010","Uncertainty bound is 17.9 - 23.1",
"JOR","SH.DYN.MORT","YR2011","Uncertainty bound is 17.2 - 22.7",
"JOR","SH.DYN.MORT","YR2012","Uncertainty bound is 16.5 - 22.4",
"JOR","SH.DYN.MORT","YR2013","Uncertainty bound is 15.8 - 22.2",
"JOR","SH.DYN.MORT","YR2014","Uncertainty bound is 15.1 - 21.9",
"JOR","SH.DYN.MORT","YR2015","Uncertainty bound is 14.5 - 21.7",
"JOR","SH.DYN.MORT","YR2016","Uncertainty bound is 13.9 - 21.5",
"JOR","SH.DYN.MORT","YR2017","Uncertainty bound is 13.2 - 21.4",
"JOR","SH.DYN.MORT","YR2018","Uncertainty bound is 12.5 - 21.2",
"JOR","SH.STA.OWAD.ZS","YR1975","Plausible bound is 33.6 - 47.5",
"JOR","SH.STA.OWAD.ZS","YR1976","Plausible bound is 34.5 - 47.8",
"JOR","SH.STA.OWAD.ZS","YR1977","Plausible bound is 35.4 - 48.2",
"JOR","SH.STA.OWAD.ZS","YR1978","Plausible bound is 36.3 - 48.5",
"JOR","SH.STA.OWAD.ZS","YR1979","Plausible bound is 37.2 - 48.9",
"JOR","SH.STA.OWAD.ZS","YR1980","Plausible bound is 38.1 - 49.3",
"JOR","SH.STA.OWAD.ZS","YR1981","Plausible bound is 39.1 - 49.8",
"JOR","SH.STA.OWAD.ZS","YR1982","Plausible bound is 40.1 - 50.4",
"JOR","SH.STA.OWAD.ZS","YR1983","Plausible bound is 41.1 - 51",
"JOR","SH.STA.OWAD.ZS","YR1984","Plausible bound is 42.2 - 51.7",
"JOR","SH.STA.OWAD.ZS","YR1985","Plausible bound is 43.3 - 52.5",
"JOR","SH.STA.OWAD.ZS","YR1986","Plausible bound is 44.4 - 53.3",
"JOR","SH.STA.OWAD.ZS","YR1987","Plausible bound is 45.5 - 54.1",
"JOR","SH.STA.OWAD.ZS","YR1988","Plausible bound is 46.7 - 55",
"JOR","SH.STA.OWAD.ZS","YR1989","Plausible bound is 47.8 - 55.9",
"JOR","SH.STA.OWAD.ZS","YR1990","Plausible bound is 48.9 - 56.7",
"JOR","SH.STA.OWAD.ZS","YR1991","Plausible bound is 49.9 - 57.5",
"JOR","SH.STA.OWAD.ZS","YR1992","Plausible bound is 50.9 - 58.3",
"JOR","SH.STA.OWAD.ZS","YR1993","Plausible bound is 51.8 - 59.1",
"JOR","SH.STA.OWAD.ZS","YR1994","Plausible bound is 52.8 - 59.8",
"JOR","SH.STA.OWAD.ZS","YR1995","Plausible bound is 53.7 - 60.5",
"JOR","SH.STA.OWAD.ZS","YR1996","Plausible bound is 54.6 - 61.2",
"JOR","SH.STA.OWAD.ZS","YR1997","Plausible bound is 55.4 - 61.9",
"JOR","SH.STA.OWAD.ZS","YR1998","Plausible bound is 56.2 - 62.5",
"JOR","SH.STA.OWAD.ZS","YR1999","Plausible bound is 56.9 - 63.1",
"JOR","SH.STA.OWAD.ZS","YR2000","Plausible bound is 57.6 - 63.6",
"JOR","SH.STA.OWAD.ZS","YR2001","Plausible bound is 58.3 - 64.2",
"JOR","SH.STA.OWAD.ZS","YR2002","Plausible bound is 59 - 64.7",
"JOR","SH.STA.OWAD.ZS","YR2003","Plausible bound is 59.6 - 65.2",
"JOR","SH.STA.OWAD.ZS","YR2004","Plausible bound is 60.2 - 65.8",
"JOR","SH.STA.OWAD.ZS","YR2005","Plausible bound is 60.8 - 66.3",
"JOR","SH.STA.OWAD.ZS","YR2006","Plausible bound is 61.4 - 66.8",
"JOR","SH.STA.OWAD.ZS","YR2007","Plausible bound is 62 - 67.4",
"JOR","SH.STA.OWAD.ZS","YR2008","Plausible bound is 62.5 - 68",
"JOR","SH.STA.OWAD.ZS","YR2009","Plausible bound is 63 - 68.6",
"JOR","SH.STA.OWAD.ZS","YR2010","Plausible bound is 63.5 - 69.2",
"JOR","SH.STA.OWAD.ZS","YR2011","Plausible bound is 64 - 69.8",
"JOR","SH.STA.OWAD.ZS","YR2012","Plausible bound is 64.4 - 70.4",
"JOR","SH.STA.OWAD.ZS","YR2013","Plausible bound is 64.9 - 71.1",
"JOR","SH.STA.OWAD.ZS","YR2014","Plausible bound is 65.2 - 71.8",
"JOR","SH.STA.OWAD.ZS","YR2015","Plausible bound is 65.6 - 72.5",
"JOR","SH.STA.OWAD.ZS","YR2016","Plausible bound is 66 - 73.2",
"JOR","SI.DST.FRST.20","YR1986","Estimated from grouped consumption data. PPP is regression based.",
"JOR","SI.DST.FRST.20","YR1992","Estimated from grouped consumption data. PPP is regression based.",
"JOR","SI.DST.FRST.20","YR1997","Estimated from grouped consumption data. PPP is regression based.",
"JOR","SI.DST.FRST.20","YR2002","Estimated from unit-record consumption data. PPP is regression based.",
"JOR","SI.DST.FRST.20","YR2006","Estimated from unit-record consumption data. PPP is regression based.",
"JOR","SI.DST.FRST.20","YR2008","Estimated from unit-record consumption data. PPP is regression based.",
"JOR","SI.DST.FRST.20","YR2010","Estimated from unit-record consumption data. PPP is regression based.",
"JOR","SI.POV.GINI","YR1986","Estimated from grouped consumption data. PPP is regression based.",
"JOR","SI.POV.GINI","YR1992","Estimated from grouped consumption data. PPP is regression based.",
"JOR","SI.POV.GINI","YR1997","Estimated from grouped consumption data. PPP is regression based.",
"JOR","SI.POV.GINI","YR2002","Estimated from unit-record consumption data. PPP is regression based.",
"JOR","SI.POV.GINI","YR2006","Estimated from unit-record consumption data. PPP is regression based.",
"JOR","SI.POV.GINI","YR2008","Estimated from unit-record consumption data. PPP is regression based.",
"JOR","SI.POV.GINI","YR2010","Estimated from unit-record consumption data. PPP is regression based.",
"JOR","SI.POV.NAHC","YR2008","Source: Ministry of Planning and International Cooperation, Hashemite Kingdom of Jordan and the World Bank. 2009. Jordan Poverty Update. Poverty line is absolute. World Bank estimate.",
"JOR","SI.POV.NAHC","YR2010","Source: Jordan Poverty Reduction Strategy. Final Report, 2013. Poverty line is absolute. World Bank estimate.",
"JOR","SL.TLF.0714.ZS","YR2007","National Child Labour Survey (NCLS).",
"JOR","SL.TLF.0714.ZS","YR2016","National Child Labour Survey",
"JOR","SP.UWT.TFRT","YR1990","Source: Jordan 1990 Demographic and Health Survey",
"JOR","SP.UWT.TFRT","YR1997","Source: Jordan 1997 Demographic and Health Survey",
"JOR","SP.UWT.TFRT","YR2002","Source: Jordan 2002 Demographic and Health Survey",
"JOR","SP.UWT.TFRT","YR2007","Source: Jordan 2007 Demographic and Health Survey",
"JOR","SP.UWT.TFRT","YR2009","Source: Jordan 2009 Demographic and Health Survey (Interim)",
"JOR","SP.UWT.TFRT","YR2012","Source: Jordan 2012 Demographic and Health Survey",
"JOR","SP.UWT.TFRT","YR2017","Source: Jordan 2017 Demographic and Health Survey (DHS).",
"JOR","SP.UWT.TFRT","YR2018","Source: Jordan 2017 Demographic and Health Survey (DHS)",
"JPN","IT.NET.USER.ZS","YR1990","Source: Ministry of Internal Affairs and Communications (MIC); Telecommunications Carriers Associations (TCA).",
"JPN","IT.NET.USER.ZS","YR1991","Source: Ministry of Internal Affairs and Communications (MIC); Telecommunications Carriers Associations (TCA).",
"JPN","IT.NET.USER.ZS","YR1992","Source: Ministry of Internal Affairs and Communications (MIC); Telecommunications Carriers Associations (TCA).",
"JPN","IT.NET.USER.ZS","YR1993","Source: Ministry of Internal Affairs and Communications (MIC); Telecommunications Carriers Associations (TCA).",
"JPN","IT.NET.USER.ZS","YR1994","Source: Ministry of Internal Affairs and Communications (MIC); Telecommunications Carriers Associations (TCA).",
"JPN","IT.NET.USER.ZS","YR1995","Source: Ministry of Internal Affairs and Communications (MIC); Telecommunications Carriers Associations (TCA).",
"JPN","IT.NET.USER.ZS","YR1996","Source: Ministry of Internal Affairs and Communications (MIC); Telecommunications Carriers Associations (TCA).",
"JPN","IT.NET.USER.ZS","YR1997","Source: Ministry of Internal Affairs and Communications (MIC); Telecommunications Carriers Associations (TCA).",
"JPN","IT.NET.USER.ZS","YR1998","Source: Ministry of Internal Affairs and Communications (MIC).;Note: PC-based only.",
"JPN","IT.NET.USER.ZS","YR1999","Source: Ministry of Internal Affairs and Communications (MIC).;Note: PC-based only.",
"JPN","IT.NET.USER.ZS","YR2000","Source: Ministry of Internal Affairs and Communications (MIC).;Note: PC-based only.",
"JPN","IT.NET.USER.ZS","YR2001","Source: Ministry of Internal Affairs and Communications (MIC).;Note: PC-based only.",
"JPN","IT.NET.USER.ZS","YR2002","Source: Ministry of Internal Affairs and Communications (MIC).;Note: PC-based only.",
"JPN","IT.NET.USER.ZS","YR2003","Source: Ministry of Internal Affairs and Communications (MIC).;Note: PC-based only.",
"JPN","IT.NET.USER.ZS","YR2004","Source: Ministry of Internal Affairs and Communications (MIC); Telecommunications Carriers Associations (TCA).;Note: Incl. users accessing internet through cellphones; PHS and game console.",
"JPN","IT.NET.USER.ZS","YR2005","Source: Ministry of Internal Affairs and Communications.;Note: Population age 6+.",
"JPN","IT.NET.USER.ZS","YR2006","Source: Ministry of Internal Affairs and Communications.;Note: Population age 6+.",
"JPN","IT.NET.USER.ZS","YR2007","Source: Ministry of Internal Affairs and Communications.;Note: Population age 6+.",
"JPN","IT.NET.USER.ZS","YR2008","Source: Ministry of Internal Affairs and Communications.;Note: Population age 6+.",
"JPN","IT.NET.USER.ZS","YR2009","Source: Ministry of Internal Affairs and Communications.;Note: Population age 6+.",
"JPN","IT.NET.USER.ZS","YR2010","Source: Ministry of Internal Affairs and Communications;Note: Population age 6+.",
"JPN","IT.NET.USER.ZS","YR2011","Source: Ministry of Internal Affairs and Communications;Note: Population age 6+.",
"JPN","IT.NET.USER.ZS","YR2012","Source: Ministry of Internal Affairs and Communications;Note: Population age 6+.",
"JPN","IT.NET.USER.ZS","YR2013","Source: Ministry of Internal Affairs and Communications;Note: Population age 6+.",
"JPN","IT.NET.USER.ZS","YR2014","Source: Ministry of Internal Affairs and Communications;Note: Population age 6+.",
"JPN","IT.NET.USER.ZS","YR2015","Source: Ministry of Internal Affairs and Communications",
"JPN","IT.NET.USER.ZS","YR2016","Source: Ministry of Internal Affairs and Communications;Note: estimated by the following method. (The estimation population of more than 6 years old)×(Survey result(%)). Used in the last 12 months",
"JPN","IT.NET.USER.ZS","YR2017","Source: Ministry of Internal Affairs and Communications",
"JPN","SH.DYN.MORT","YR1960","Uncertainty bound is 39 - 40.5",
"JPN","SH.DYN.MORT","YR1961","Uncertainty bound is 35.5 - 37",
"JPN","SH.DYN.MORT","YR1962","Uncertainty bound is 32.3 - 33.5",
"JPN","SH.DYN.MORT","YR1963","Uncertainty bound is 29.2 - 30.3",
"JPN","SH.DYN.MORT","YR1964","Uncertainty bound is 26.5 - 27.5",
"JPN","SH.DYN.MORT","YR1965","Uncertainty bound is 24.2 - 25.1",
"JPN","SH.DYN.MORT","YR1966","Uncertainty bound is 22.2 - 23.1",
"JPN","SH.DYN.MORT","YR1967","Uncertainty bound is 20.6 - 21.4",
"JPN","SH.DYN.MORT","YR1968","Uncertainty bound is 19.3 - 20",
"JPN","SH.DYN.MORT","YR1969","Uncertainty bound is 18.1 - 18.8",
"JPN","SH.DYN.MORT","YR1970","Uncertainty bound is 17.1 - 17.8",
"JPN","SH.DYN.MORT","YR1971","Uncertainty bound is 16.2 - 16.8",
"JPN","SH.DYN.MORT","YR1972","Uncertainty bound is 15.4 - 16",
"JPN","SH.DYN.MORT","YR1973","Uncertainty bound is 14.6 - 15.1",
"JPN","SH.DYN.MORT","YR1974","Uncertainty bound is 13.8 - 14.3",
"JPN","SH.DYN.MORT","YR1975","Uncertainty bound is 13 - 13.5",
"JPN","SH.DYN.MORT","YR1976","Uncertainty bound is 12.3 - 12.7",
"JPN","SH.DYN.MORT","YR1977","Uncertainty bound is 11.6 - 12",
"JPN","SH.DYN.MORT","YR1978","Uncertainty bound is 10.9 - 11.3",
"JPN","SH.DYN.MORT","YR1979","Uncertainty bound is 10.3 - 10.7",
"JPN","SH.DYN.MORT","YR1980","Uncertainty bound is 9.7 - 10.1",
"JPN","SH.DYN.MORT","YR1981","Uncertainty bound is 9.2 - 9.5",
"JPN","SH.DYN.MORT","YR1982","Uncertainty bound is 8.7 - 9",
"JPN","SH.DYN.MORT","YR1983","Uncertainty bound is 8.2 - 8.5",
"JPN","SH.DYN.MORT","YR1984","Uncertainty bound is 7.7 - 8",
"JPN","SH.DYN.MORT","YR1985","Uncertainty bound is 7.3 - 7.6",
"JPN","SH.DYN.MORT","YR1986","Uncertainty bound is 7 - 7.3",
"JPN","SH.DYN.MORT","YR1987","Uncertainty bound is 6.7 - 7",
"JPN","SH.DYN.MORT","YR1988","Uncertainty bound is 6.5 - 6.7",
"JPN","SH.DYN.MORT","YR1989","Uncertainty bound is 6.3 - 6.6",
"JPN","SH.DYN.MORT","YR1990","Uncertainty bound is 6.2 - 6.4",
"JPN","SH.DYN.MORT","YR1991","Uncertainty bound is 6.1 - 6.3",
"JPN","SH.DYN.MORT","YR1992","Uncertainty bound is 6 - 6.2",
"JPN","SH.DYN.MORT","YR1993","Uncertainty bound is 5.9 - 6.1",
"JPN","SH.DYN.MORT","YR1994","Uncertainty bound is 5.8 - 6",
"JPN","SH.DYN.MORT","YR1995","Uncertainty bound is 5.6 - 5.8",
"JPN","SH.DYN.MORT","YR1996","Uncertainty bound is 5.4 - 5.6",
"JPN","SH.DYN.MORT","YR1997","Uncertainty bound is 5.1 - 5.3",
"JPN","SH.DYN.MORT","YR1998","Uncertainty bound is 4.9 - 5.1",
"JPN","SH.DYN.MORT","YR1999","Uncertainty bound is 4.6 - 4.8",
"JPN","SH.DYN.MORT","YR2000","Uncertainty bound is 4.4 - 4.6",
"JPN","SH.DYN.MORT","YR2001","Uncertainty bound is 4.2 - 4.4",
"JPN","SH.DYN.MORT","YR2002","Uncertainty bound is 4.1 - 4.2",
"JPN","SH.DYN.MORT","YR2003","Uncertainty bound is 3.9 - 4.1",
"JPN","SH.DYN.MORT","YR2004","Uncertainty bound is 3.8 - 3.9",
"JPN","SH.DYN.MORT","YR2005","Uncertainty bound is 3.7 - 3.8",
"JPN","SH.DYN.MORT","YR2006","Uncertainty bound is 3.6 - 3.7",
"JPN","SH.DYN.MORT","YR2007","Uncertainty bound is 3.5 - 3.6",
"JPN","SH.DYN.MORT","YR2008","Uncertainty bound is 3.3 - 3.5",
"JPN","SH.DYN.MORT","YR2009","Uncertainty bound is 3.2 - 3.4",
"JPN","SH.DYN.MORT","YR2010","Uncertainty bound is 3.1 - 3.3",
"JPN","SH.DYN.MORT","YR2011","Uncertainty bound is 3.3 - 3.5",
"JPN","SH.DYN.MORT","YR2012","Uncertainty bound is 2.9 - 3.1",
"JPN","SH.DYN.MORT","YR2013","Uncertainty bound is 2.8 - 3",
"JPN","SH.DYN.MORT","YR2014","Uncertainty bound is 2.8 - 2.9",
"JPN","SH.DYN.MORT","YR2015","Uncertainty bound is 2.9 - 3.1",
"JPN","SH.DYN.MORT","YR2016","Uncertainty bound is 2.6 - 2.7",
"JPN","SH.DYN.MORT","YR2017","Uncertainty bound is 2.5 - 2.7",
"JPN","SH.DYN.MORT","YR2018","Uncertainty bound is 2.4 - 2.6",
"JPN","SH.STA.OWAD.ZS","YR1975","Plausible bound is 12.6 - 17.3",
"JPN","SH.STA.OWAD.ZS","YR1976","Plausible bound is 13 - 17.5",
"JPN","SH.STA.OWAD.ZS","YR1977","Plausible bound is 13.3 - 17.6",
"JPN","SH.STA.OWAD.ZS","YR1978","Plausible bound is 13.7 - 17.8",
"JPN","SH.STA.OWAD.ZS","YR1979","Plausible bound is 14.1 - 17.9",
"JPN","SH.STA.OWAD.ZS","YR1980","Plausible bound is 14.4 - 18.1",
"JPN","SH.STA.OWAD.ZS","YR1981","Plausible bound is 14.6 - 18.3",
"JPN","SH.STA.OWAD.ZS","YR1982","Plausible bound is 14.9 - 18.4",
"JPN","SH.STA.OWAD.ZS","YR1983","Plausible bound is 15.2 - 18.6",
"JPN","SH.STA.OWAD.ZS","YR1984","Plausible bound is 15.5 - 18.7",
"JPN","SH.STA.OWAD.ZS","YR1985","Plausible bound is 15.7 - 18.9",
"JPN","SH.STA.OWAD.ZS","YR1986","Plausible bound is 15.9 - 19",
"JPN","SH.STA.OWAD.ZS","YR1987","Plausible bound is 16.2 - 19.2",
"JPN","SH.STA.OWAD.ZS","YR1988","Plausible bound is 16.4 - 19.4",
"JPN","SH.STA.OWAD.ZS","YR1989","Plausible bound is 16.6 - 19.6",
"JPN","SH.STA.OWAD.ZS","YR1990","Plausible bound is 16.8 - 19.9",
"JPN","SH.STA.OWAD.ZS","YR1991","Plausible bound is 17.1 - 20.1",
"JPN","SH.STA.OWAD.ZS","YR1992","Plausible bound is 17.3 - 20.3",
"JPN","SH.STA.OWAD.ZS","YR1993","Plausible bound is 17.6 - 20.6",
"JPN","SH.STA.OWAD.ZS","YR1994","Plausible bound is 17.8 - 20.8",
"JPN","SH.STA.OWAD.ZS","YR1995","Plausible bound is 18 - 21.1",
"JPN","SH.STA.OWAD.ZS","YR1996","Plausible bound is 18.2 - 21.3",
"JPN","SH.STA.OWAD.ZS","YR1997","Plausible bound is 18.5 - 21.6",
"JPN","SH.STA.OWAD.ZS","YR1998","Plausible bound is 18.7 - 21.8",
"JPN","SH.STA.OWAD.ZS","YR1999","Plausible bound is 19 - 22.1",
"JPN","SH.STA.OWAD.ZS","YR2000","Plausible bound is 19.2 - 22.3",
"JPN","SH.STA.OWAD.ZS","YR2001","Plausible bound is 19.5 - 22.6",
